id,marca,modelo,precio,almacenamiento,tipo_almacenamiento,ram,procesador,generacion_procesador,estado,tienda,anio,sistema_operativo,pantalla,tipo,rating,stock
5431,Samsung,Galaxy Book,1271.46,512,SSD,32,Intel i5-347,3,Nuevo,BestBuy,2018,Windows,,Desktop,4.0,6
5432,Samsung,Galaxy Book Pro,1571.53,2048,HDD,4,Intel i9-763,7,Nuevo,Amazon,2022,macOS,20.5,Laptop,4.7,15
5433,LG,Gram,914.76,128,SSD,32,Intel i7-731,7,Usado,Walmart,2022,Windows,,Desktop,3.8,5
5434,LG,UltraPC,970.1,1024,HDD,8,Intel i9-492,4,Usado,Walmart,2019,Windows,18.5,Laptop,3.7,6
5435,LG,UltraFine,1038.0,1024,HDD,16,Intel i7-396,3,Nuevo,Amazon,2018,Windows,14.7,Laptop,,30
5436,LG,Gram,1082.84,512,SSD,16,AMD Ryzen 5 1xxx,1,Nuevo,Newegg,2016,Windows,11.5,Laptop,4.1,48
5437,Asus,VivoBook,960.25,128,HDD,8,AMD Ryzen 9 4xxx,4,Nuevo,B&H,2019,Windows,11.1,Laptop,3.7,30
5438,Toshiba,Tecra,874.04,512,SSD,4,Intel i5-678,6,Nuevo,Walmart,2021,Windows,,Desktop,3.8,8
5439,Samsung,Galaxy Book,561.27,512,SSD,16,AMD Ryzen 5 1xxx,1,Usado,Target,2016,Windows,17.8,Laptop,3.5,6
5440,Samsung,Galaxy Book,1461.54,256,SSD,4,Intel i5-549,5,Nuevo,BestBuy,2020,Linux,21.9,Laptop,3.2,33
5441,Lenovo,ThinkCentre,666.33,128,SSD,16,Intel i5-683,6,Nuevo,Newegg,2021,Windows,24.2,Laptop,4.3,0
5442,Apple,Mac mini,1224.53,256,SSD,32,AMD Ryzen 7 5xxx,5,Nuevo,Newegg,2020,macOS,,Desktop,3.2,9
5443,Asus,VivoBook,868.49,256,SSD,8,Intel i5-247,2,Nuevo,Walmart,2017,Windows,,Desktop,3.6,18
5444,Samsung,Galaxy Book Flex,707.5,2048,HDD,8,AMD Ryzen 5 0xxx,0,Usado,B&H,2015,Sin SO,16.4,Laptop,3.6,6
5445,LG,UltraPC,1124.91,256,SSD,16,AMD Ryzen 7 2xxx,2,Nuevo,MicroCenter,2017,Windows,17.1,All-in-One,3.2,15
5446,Lenovo,IdeaPad,882.89,256,SSD,16,AMD Ryzen 5 6xxx,6,Nuevo,B&H,2021,Windows,,Desktop,3.2,13
5447,HP,Envy,1125.9,1024,SSD,128,AMD Ryzen 5 5xxx,5,Nuevo,MicroCenter,2020,macOS,19.9,Laptop,4.9,14
5448,MSI,Prestige,2016.4,512,HDD,8,Intel i9-852,8,Nuevo,Amazon,2023,Windows,26.1,Laptop,4.5,25
5449,Lenovo,Legion,597.45,128,SSD,8,AMD Ryzen 5 1xxx,1,Nuevo,Newegg,2016,Windows,20.9,Laptop,,18
5450,Samsung,Galaxy Book Flex,722.88,512,HDD,8,AMD Ryzen 7 2xxx,2,Nuevo,MicroCenter,2017,Windows,,Desktop,4.6,46
5451,Apple,Mac mini,1005.69,1024,SSD,16,AMD Ryzen 9 4xxx,4,Nuevo,Newegg,2019,macOS,12.0,Laptop,4.0,37
5452,MSI,Stealth,954.95,256,SSD,4,Intel i7-11,0,Certificado,Amazon,2015,macOS,,Desktop,3.1,7
5453,Asus,TUF,814.65,128,SSD,16,AMD Ryzen 7 5xxx,5,Nuevo,Target,2020,macOS,,Desktop,4.6,16
5454,MSI,Raider,957.14,256,SSD,16,AMD Ryzen 5 4xxx,4,Nuevo,MicroCenter,2019,macOS,22.1,All-in-One,3.6,17
5455,Microsoft,Surface Laptop,883.27,512,SSD,8,AMD Ryzen 5 0xxx,0,Certificado,BestBuy,2015,macOS,18.8,All-in-One,4.6,2
5456,Acer,Swift,766.85,256,SSD,32,Intel i9-835,8,Nuevo,Target,2023,Windows,,Desktop,3.6,26
5457,LG,Gram,353.09,256,SSD,64,Intel i9-20,0,Usado,B&H,2015,macOS,14.5,Laptop,4.7,6
5458,Asus,VivoBook,249.42,256,HDD,16,Intel i7-122,1,Usado,Walmart,2016,Windows,24.8,Laptop,3.4,3
5459,Acer,Nitro,450.51,2048,HDD,64,AMD Ryzen 5 4xxx,4,Usado,Walmart,2019,Windows,,Desktop,3.3,8
5460,Microsoft,Surface Book,689.74,512,SSD,16,AMD Ryzen 5 7xxx,7,Usado,BestBuy,2022,Windows,,Desktop,4.1,9
5461,Asus,ProArt,770.81,512,HDD,8,AMD Ryzen 5 5xxx,5,Nuevo,BestBuy,2020,Windows,19.3,Laptop,4.8,7
5462,Acer,Spin,798.75,1024,SSD,32,Intel i9-570,5,Nuevo,Frys,2020,Windows,20.7,Laptop,4.3,36
5463,MSI,Raider,1753.79,1024,SSD,8,Intel i9-844,8,Nuevo,Walmart,2023,Windows,19.9,Laptop,3.8,30
5464,Microsoft,Surface Laptop,1036.22,1024,SSD,8,Intel i9-191,1,Nuevo,B&H,2016,Windows,12.6,Laptop,4.6,42
5465,Razer,Blade 14,2054.77,512,HDD,16,AMD Ryzen 9 6xxx,6,Nuevo,BestBuy,2021,Windows,16.6,Laptop,3.2,30
5466,Apple,MacBook Pro,1455.38,4096,SSD,16,AMD Ryzen 5 6xxx,6,Usado,B&H,2021,macOS,11.8,Laptop,3.7,5
5467,Asus,ZenBook,535.0,1024,SSD,16,AMD Ryzen 7 8xxx,8,Usado,Amazon,2023,macOS,17.0,Laptop,4.6,5
5468,Microsoft,Surface Studio,976.92,512,SSD,16,Intel i7-726,7,Nuevo,B&H,2022,Windows,,Desktop,4.3,3
5469,Lenovo,Legion,886.69,1024,SSD,16,Intel i7-682,6,Nuevo,MicroCenter,2021,macOS,12.8,Laptop,3.1,45
5470,Samsung,Galaxy Book Flex,1502.98,2048,SSD,16,AMD Ryzen 5 5xxx,5,Nuevo,MicroCenter,2020,macOS,18.2,Laptop,3.8,35
5471,HP,ZBook,931.1,2048,HDD,16,AMD Ryzen 7 4xxx,4,Usado,Target,2019,Windows,21.4,Laptop,3.5,4
5472,Acer,Nitro,267.39,128,SSD,8,Intel i5-603,6,Usado,Walmart,2021,Windows,,Desktop,3.2,1
5473,Asus,ZenBook,667.56,512,HDD,8,Intel i9-802,8,Nuevo,MicroCenter,2023,Linux,13.6,Laptop,4.8,15
5474,MSI,Stealth,1917.42,1024,HDD,64,Intel i7-807,8,Nuevo,Amazon,2023,Windows,22.6,Laptop,3.9,17
5475,Dell,Inspiron,1242.34,512,HDD,8,Intel i9-223,2,Nuevo,BestBuy,2017,Windows,25.1,Laptop,4.3,39
5476,Asus,ExpertBook,420.96,512,SSD,64,Intel i9-844,8,Usado,Frys,2023,Windows,24.7,Laptop,3.1,4
5477,Dell,XPS 15,678.51,128,SSD,64,AMD Ryzen 5 2xxx,2,Nuevo,Frys,2017,macOS,,Desktop,4.9,19
5478,Microsoft,Surface Pro,1210.46,256,SSD,32,Intel i7-400,4,Nuevo,Newegg,2019,Windows,16.9,All-in-One,3.9,39
5479,MSI,Summit,1239.95,2048,SSD,16,Intel i9-348,3,Nuevo,Target,2018,macOS,,Desktop,3.9,2
5480,HP,Omen,1331.48,512,SSD,4,Intel i7-767,7,Nuevo,Walmart,2022,Windows,,Desktop,3.8,48
5481,Apple,MacBook Air,889.57,256,SSD,16,Intel i9-91,0,Nuevo,B&H,2015,macOS,24.6,Laptop,4.0,13
5482,Razer,Blade 17,1852.65,512,SSD,8,AMD Ryzen 9 2xxx,2,Nuevo,BestBuy,2017,Windows,,Desktop,4.8,3
5483,Microsoft,Surface Studio,1202.6,2048,HDD,8,Intel i9-591,5,Nuevo,Target,2020,Windows,,Desktop,3.1,40
5484,Samsung,Galaxy Book Pro,939.65,512,HDD,16,Intel i9-749,7,Nuevo,Amazon,2022,Linux,26.0,Laptop,3.1,44
5485,Toshiba,Portege,318.76,256,SSD,32,Intel i7-3,0,Usado,B&H,2015,Windows,24.7,Laptop,3.7,3
5486,Lenovo,IdeaPad,1130.84,1024,SSD,8,AMD Ryzen 5 4xxx,4,Nuevo,Newegg,2019,macOS,20.6,Laptop,5.0,11
5487,Lenovo,ThinkPad,990.41,1024,SSD,32,Intel i7-804,8,Usado,Walmart,2023,Windows,,Desktop,4.6,4
5488,Lenovo,ThinkCentre,808.4,2048,SSD,4,Intel i9-142,1,Nuevo,BestBuy,2016,Windows,19.2,Laptop,3.4,2
5489,Apple,Mac Pro,1418.05,1024,SSD,8,Intel i7-235,2,Nuevo,Target,2017,macOS,13.9,Laptop,5.0,34
5490,HP,Omen,1234.54,256,HDD,16,Intel i7-580,5,Nuevo,Amazon,2020,Windows,12.7,Laptop,3.5,37
5491,Toshiba,Tecra,557.02,512,SSD,16,Intel i5-434,4,Usado,Frys,2019,Windows,18.1,Laptop,3.5,1
5492,Asus,ExpertBook,1118.42,128,SSD,8,Intel i9-893,8,Nuevo,Amazon,2023,Windows,14.8,Laptop,3.8,39
5493,LG,Gram,1065.69,256,HDD,16,Intel i7-491,4,Certificado,MicroCenter,2019,macOS,,Desktop,3.9,7
5494,MSI,Raider,686.65,128,SSD,8,Intel i7-181,1,Usado,Target,2016,macOS,17.6,Laptop,3.1,1
5495,Microsoft,Surface Pro,1148.65,512,HDD,16,Intel i9-48,0,Nuevo,MicroCenter,2015,Windows,,Desktop,,50
5496,Asus,VivoBook,570.44,128,SSD,64,Intel i7-657,6,Usado,BestBuy,2021,macOS,12.1,Laptop,3.4,4
5497,Asus,ExpertBook,546.79,4096,HDD,16,Intel i9-83,0,Nuevo,Walmart,2015,Sin SO,,Desktop,3.1,7
5498,LG,UltraPC,1416.21,4096,SSD,16,Intel i9-447,4,Nuevo,Amazon,2019,Windows,20.7,Laptop,4.1,18
5499,MSI,Summit,1277.06,512,SSD,8,AMD Ryzen 9 0xxx,0,Nuevo,BestBuy,2015,Windows,22.0,Laptop,,11
5500,LG,Gram,1227.37,2048,SSD,16,Intel i9-433,4,Nuevo,Newegg,2019,macOS,,Desktop,4.8,26
5501,Acer,Predator,812.13,1024,HDD,4,Intel i9-124,1,Nuevo,Amazon,2016,Windows,16.8,Laptop,4.0,29
5502,Microsoft,Surface Pro,1010.67,256,HDD,16,AMD Ryzen 9 1xxx,1,Nuevo,Target,2016,Sin SO,22.2,Laptop,4.2,12
5503,Dell,Alienware,349.07,512,SSD,16,AMD Ryzen 7 6xxx,6,Usado,Amazon,2021,macOS,,Desktop,3.3,5
5504,Lenovo,ThinkCentre,691.95,256,SSD,8,AMD Ryzen 7 6xxx,6,Usado,Frys,2021,macOS,20.1,All-in-One,3.2,7
5505,HP,Envy,962.72,1024,SSD,8,Intel i5-70,0,Nuevo,Walmart,2015,Windows,17.8,Laptop,4.4,32
5506,Acer,Nitro,436.53,256,HDD,8,AMD Ryzen 7 0xxx,0,Usado,MicroCenter,2015,macOS,,Desktop,3.0,5
5507,LG,UltraPC,619.11,512,HDD,16,AMD Ryzen 9 6xxx,6,Usado,Walmart,2021,Windows,,Desktop,4.3,3
5508,Lenovo,Legion,1102.38,512,HDD,16,Intel i9-251,2,Nuevo,Walmart,2017,Windows,12.0,Laptop,3.8,24
5509,HP,Spectre,775.77,512,HDD,16,Intel i5-219,2,Nuevo,MicroCenter,2017,Linux,,Desktop,4.9,43
5510,Dell,Latitude,404.25,256,SSD,16,AMD Ryzen 7 1xxx,1,Usado,Newegg,2016,Windows,18.1,Laptop,3.8,8
5511,Dell,Latitude,1461.83,512,SSD,8,Intel i7-708,7,Nuevo,Walmart,2022,Sin SO,20.8,All-in-One,4.4,49
5512,MSI,Stealth,1330.89,512,HDD,64,Intel i5-387,3,Nuevo,MicroCenter,2018,Windows,19.9,All-in-One,4.3,11
5513,Toshiba,Portege,794.99,256,SSD,16,Intel i5-718,7,Nuevo,Target,2022,Windows,15.2,Laptop,4.7,48
5514,Samsung,Galaxy Book Pro,1257.93,512,SSD,16,Intel i5-634,6,Nuevo,BestBuy,2021,Windows,23.1,Laptop,3.1,41
5515,MSI,Stealth,771.42,256,HDD,16,Intel i7-463,4,Usado,Amazon,2019,Windows,16.4,Laptop,5.0,1
5516,Dell,XPS 13,923.77,1024,HDD,16,Intel i9-801,8,Usado,Frys,2023,macOS,22.1,Laptop,4.4,4
5517,Asus,ExpertBook,349.67,256,SSD,16,Intel i9-752,7,Usado,B&H,2022,Linux,15.6,Laptop,4.4,9
5518,Acer,Predator,667.84,256,SSD,16,Intel i9-664,6,Nuevo,Walmart,2021,Windows,17.0,Laptop,4.3,38
5519,Razer,Blade 15,1385.68,2048,SSD,16,AMD Ryzen 9 1xxx,1,Nuevo,Newegg,2016,Windows,,Desktop,4.6,50
5520,Razer,Blade 14,1467.04,1024,SSD,8,Intel i7-11,0,Nuevo,MicroCenter,2015,Windows,20.5,Laptop,,15
5521,Microsoft,Surface Pro,1647.19,256,SSD,8,Intel i9-666,6,Nuevo,B&H,2021,Windows,23.2,Laptop,3.8,49
5522,HP,Omen,1301.69,1024,HDD,16,AMD Ryzen 7 7xxx,7,Nuevo,B&H,2022,Windows,,Desktop,3.7,4
5523,MSI,Raider,771.0,2048,SSD,64,Intel i9-270,2,Usado,Frys,2017,Windows,25.2,Laptop,3.2,9
5524,Dell,XPS 13,424.15,256,SSD,8,Intel i9-493,4,Usado,Frys,2019,Windows,17.6,All-in-One,3.4,8
5525,Apple,iMac,1618.07,2048,SSD,32,AMD Ryzen 7 5xxx,5,Nuevo,Target,2020,macOS,18.4,Laptop,4.6,8
5526,HP,Envy,340.4,512,SSD,32,Intel i7-54,0,Usado,Frys,2015,Windows,24.0,Laptop,3.9,3
5527,Lenovo,Yoga,593.41,512,SSD,8,Intel i9-159,1,Nuevo,BestBuy,2016,Windows,19.3,Laptop,4.8,29
5528,MSI,Raider,2239.51,256,HDD,8,AMD Ryzen 9 8xxx,8,Nuevo,Target,2023,Windows,17.4,Laptop,3.4,36
5529,Apple,iMac,670.24,512,SSD,8,Intel i5-51,0,Usado,BestBuy,2015,macOS,26.2,Laptop,3.1,8
5530,Asus,ZenBook,448.33,4096,SSD,8,AMD Ryzen 9 0xxx,0,Usado,MicroCenter,2015,Windows,14.7,All-in-One,3.4,8
5531,Asus,VivoBook,1332.48,1024,SSD,8,Intel i7-854,8,Nuevo,B&H,2023,Windows,19.3,Laptop,4.2,7
5532,Razer,Blade 14,1626.82,1024,SSD,8,Intel i5-645,6,Nuevo,Newegg,2021,Windows,20.7,Laptop,3.9,24
5533,LG,UltraPC,922.35,512,SSD,8,AMD Ryzen 5 5xxx,5,Nuevo,Target,2020,Windows,22.0,Laptop,3.1,37
5534,LG,UltraPC,825.59,1024,HDD,8,Intel i7-600,6,Certificado,B&H,2021,macOS,,Desktop,,10
5535,Dell,Precision,1189.74,512,HDD,8,Intel i5-717,7,Nuevo,Walmart,2022,macOS,,Desktop,3.7,10
5536,MSI,Raider,1149.84,1024,SSD,32,Intel i9-751,7,Nuevo,BestBuy,2022,Windows,11.5,Laptop,4.3,32
5537,HP,Envy,563.25,256,SSD,16,Intel i5-17,0,Nuevo,Frys,2015,Windows,24.9,All-in-One,3.1,36
5538,Acer,Swift,294.79,512,SSD,8,Intel i9-144,1,Usado,Newegg,2016,Windows,11.9,Laptop,3.1,8
5539,MSI,Raider,1322.29,256,SSD,16,Intel i9-797,7,Nuevo,Amazon,2022,Sin SO,14.9,All-in-One,4.1,14
5540,Microsoft,Surface Studio,1489.95,1024,HDD,16,Intel i9-810,8,Nuevo,Target,2023,Linux,14.6,Laptop,3.2,6
5541,Razer,Blade 14,2004.32,4096,SSD,16,AMD Ryzen 7 1xxx,1,Nuevo,Frys,2016,Windows,,Desktop,3.9,19
5542,Dell,XPS 13,1352.26,512,SSD,16,AMD Ryzen 7 5xxx,5,Nuevo,Target,2020,Windows,15.3,Laptop,3.5,32
5543,Acer,Aspire,297.82,512,SSD,4,Intel i9-232,2,Usado,Walmart,2017,Windows,14.0,Laptop,4.3,9
5544,Dell,XPS 13,1075.45,256,SSD,8,Intel i5-264,2,Nuevo,Frys,2017,Windows,24.2,Laptop,3.2,14
5545,Acer,Predator,673.78,256,SSD,16,Intel i5-383,3,Nuevo,Walmart,2018,Linux,24.5,Laptop,3.5,16
5546,Apple,Mac mini,939.48,512,SSD,8,AMD Ryzen 9 4xxx,4,Nuevo,Walmart,2019,macOS,15.7,Laptop,3.5,43
5547,Apple,MacBook Pro,1677.12,512,SSD,64,Intel i9-462,4,Nuevo,Target,2019,macOS,21.2,Laptop,3.5,3
5548,Lenovo,ThinkCentre,531.13,128,SSD,32,Intel i7-394,3,Usado,B&H,2018,Windows,,Desktop,4.8,1
5549,Samsung,Galaxy Book,1270.01,2048,SSD,16,AMD Ryzen 5 6xxx,6,Nuevo,Target,2021,Windows,24.6,Laptop,5.0,32
5550,Razer,Blade 14,2266.13,512,SSD,16,AMD Ryzen 5 8xxx,8,Nuevo,Walmart,2023,Windows,13.6,Laptop,3.9,23
5551,Acer,Nitro,717.9,1024,SSD,16,Intel i9-864,8,Nuevo,Frys,2023,macOS,14.8,All-in-One,3.8,45
5552,Samsung,Galaxy Book,770.4,256,SSD,16,AMD Ryzen 7 1xxx,1,Usado,B&H,2016,Windows,17.7,Laptop,3.4,1
5553,Lenovo,ThinkCentre,1128.14,1024,SSD,32,Intel i7-517,5,Nuevo,Amazon,2020,Windows,16.5,Laptop,3.7,7
5554,Samsung,Galaxy Book Pro,751.2,1024,SSD,8,Intel i9-894,8,Certificado,BestBuy,2023,Windows,19.4,Laptop,4.1,5
5555,Apple,Mac mini,1268.33,512,SSD,8,AMD Ryzen 5 2xxx,2,Nuevo,Frys,2017,macOS,,Desktop,4.8,43
5556,MSI,Raider,1011.56,1024,SSD,16,AMD Ryzen 5 7xxx,7,Usado,Target,2022,Windows,14.9,Laptop,4.4,3
5557,Apple,MacBook Pro,804.5,512,SSD,16,AMD Ryzen 7 2xxx,2,Usado,Frys,2017,macOS,14.9,Laptop,4.4,2
5558,Lenovo,IdeaPad,626.3,128,SSD,16,Intel i5-671,6,Usado,MicroCenter,2021,Linux,,Desktop,3.5,2
5559,Razer,Blade 17,929.12,512,SSD,8,Intel i7-764,7,Usado,B&H,2022,macOS,24.4,Laptop,4.7,8
5560,Samsung,Galaxy Book,790.71,256,SSD,8,Intel i9-235,2,Usado,Target,2017,Windows,21.7,Laptop,3.4,7
5561,LG,UltraFine,1058.74,512,HDD,16,Intel i7-627,6,Nuevo,Amazon,2021,Linux,21.9,Laptop,3.7,11
5562,MSI,Creator,956.24,1024,HDD,16,Intel i5-349,3,Nuevo,MicroCenter,2018,Linux,20.7,Laptop,3.1,15
5563,Apple,MacBook Air,1356.29,512,SSD,8,Intel i9-863,8,Nuevo,Frys,2023,macOS,,Desktop,4.3,41
5564,Toshiba,Tecra,828.75,512,HDD,8,AMD Ryzen 7 1xxx,1,Nuevo,MicroCenter,2016,Windows,18.5,Laptop,,43
5565,Samsung,Galaxy Book Pro,1053.97,512,HDD,16,Intel i9-407,4,Nuevo,B&H,2019,macOS,11.0,Laptop,4.5,35
5566,LG,UltraPC,402.34,256,SSD,16,AMD Ryzen 5 3xxx,3,Usado,Amazon,2018,Windows,13.3,Laptop,3.9,1
5567,Lenovo,IdeaPad,660.04,512,HDD,16,AMD Ryzen 9 8xxx,8,Usado,Amazon,2023,Windows,13.9,Laptop,4.6,5
5568,HP,Omen,789.55,1024,SSD,16,Intel i5-251,2,Nuevo,B&H,2017,Windows,23.8,Laptop,4.9,38
5569,LG,UltraPC,381.12,512,SSD,16,Intel i7-858,8,Usado,BestBuy,2023,Windows,14.0,Laptop,3.3,8
5570,Lenovo,Yoga,560.22,1024,SSD,16,Intel i7-337,3,Usado,Walmart,2018,Windows,22.0,Laptop,4.0,2
5571,Microsoft,Surface Pro,1128.69,256,SSD,64,Intel i9-683,6,Certificado,B&H,2021,Linux,,Desktop,,4
5572,Microsoft,Surface Laptop,922.44,512,HDD,16,Intel i7-834,8,Nuevo,Newegg,2023,macOS,19.5,Laptop,4.2,34
5573,Dell,Alienware,1402.15,256,SSD,8,Intel i5-894,8,Nuevo,B&H,2023,macOS,13.0,Laptop,4.6,23
5574,Microsoft,Surface Studio,785.71,256,SSD,8,Intel i5-777,7,Usado,BestBuy,2022,Windows,,Desktop,3.7,7
5575,Toshiba,Satellite,603.59,256,HDD,16,Intel i7-365,3,Nuevo,Amazon,2018,macOS,21.3,All-in-One,3.3,2
5576,Microsoft,Surface Book,922.46,2048,HDD,8,Intel i7-829,8,Nuevo,B&H,2023,Windows,21.6,Laptop,4.6,11
5577,Samsung,Galaxy Book,596.02,512,SSD,64,Intel i7-77,0,Nuevo,Newegg,2015,Linux,19.7,Laptop,4.7,14
5578,Apple,Mac Pro,1157.5,256,SSD,8,AMD Ryzen 7 0xxx,0,Nuevo,MicroCenter,2015,macOS,,Desktop,3.2,11
5579,HP,ZBook,935.47,1024,SSD,16,Intel i7-510,5,Nuevo,Target,2020,Windows,,Desktop,3.1,17
5580,HP,ZBook,1041.36,1024,SSD,32,AMD Ryzen 9 1xxx,1,Nuevo,Newegg,2016,Windows,17.8,Laptop,4.5,34
5581,MSI,Creator,972.06,512,SSD,8,AMD Ryzen 7 3xxx,3,Nuevo,Newegg,2018,Windows,24.6,All-in-One,3.1,9
5582,Toshiba,Tecra,492.67,128,HDD,8,AMD Ryzen 5 1xxx,1,Usado,Walmart,2016,Windows,22.4,Laptop,4.8,4
5583,Acer,Nitro,785.3,1024,HDD,8,AMD Ryzen 9 8xxx,8,Nuevo,Newegg,2023,Linux,,Desktop,3.9,14
5584,Acer,Swift,657.67,256,SSD,16,Intel i9-684,6,Certificado,Amazon,2021,macOS,18.5,Laptop,3.6,5
5585,Samsung,Galaxy Book Pro,1223.83,512,SSD,16,AMD Ryzen 9 7xxx,7,Nuevo,Frys,2022,Windows,21.4,All-in-One,,27
5586,HP,Omen,823.1,128,SSD,8,AMD Ryzen 7 7xxx,7,Nuevo,Frys,2022,macOS,17.9,Laptop,3.7,30
5587,Toshiba,Satellite,501.97,128,HDD,32,Intel i5-354,3,Nuevo,Walmart,2018,macOS,11.7,Laptop,3.2,10
5588,Lenovo,ThinkPad,979.03,256,SSD,8,AMD Ryzen 7 0xxx,0,Nuevo,B&H,2015,Windows,,Desktop,4.7,12
5589,Microsoft,Surface Studio,631.86,128,SSD,16,AMD Ryzen 5 3xxx,3,Certificado,Walmart,2018,Windows,,Desktop,4.4,7
5590,MSI,Prestige,840.21,128,SSD,16,Intel i7-40,0,Usado,MicroCenter,2015,macOS,,Desktop,3.0,8
5591,Microsoft,Surface Book,1015.68,256,SSD,32,AMD Ryzen 5 3xxx,3,Certificado,B&H,2018,Windows,25.7,Laptop,3.1,6
5592,MSI,Summit,1445.07,256,SSD,16,AMD Ryzen 7 6xxx,6,Nuevo,Target,2021,Windows,23.7,Laptop,3.3,9
5593,Asus,TUF,1071.84,512,SSD,64,Intel i9-843,8,Nuevo,B&H,2023,Windows,12.1,Laptop,3.7,34
5594,HP,EliteBook,781.13,2048,HDD,8,Intel i7-495,4,Nuevo,BestBuy,2019,Windows,,Desktop,3.6,40
5595,Toshiba,Portege,499.2,4096,HDD,128,AMD Ryzen 7 5xxx,5,Usado,MicroCenter,2020,Windows,24.0,Laptop,3.5,1
5596,Samsung,Galaxy Book Pro,645.71,1024,HDD,32,AMD Ryzen 9 4xxx,4,Usado,B&H,2019,Windows,20.6,Laptop,4.2,4
5597,Microsoft,Surface Book,965.0,1024,SSD,8,Intel i5-295,2,Nuevo,Amazon,2017,Sin SO,,Desktop,4.0,31
5598,Apple,iMac,1395.13,2048,SSD,16,AMD Ryzen 5 1xxx,1,Nuevo,BestBuy,2016,macOS,12.0,Laptop,,21
5599,Samsung,Galaxy Book Pro,853.84,128,SSD,8,Intel i9-392,3,Nuevo,Frys,2018,Windows,,Desktop,4.8,5
5600,Dell,Inspiron,1339.12,256,SSD,16,Intel i9-580,5,Nuevo,B&H,2020,Windows,,Desktop,4.6,9
5601,HP,Omen,965.75,256,SSD,16,Intel i9-614,6,Nuevo,MicroCenter,2021,Windows,20.5,All-in-One,4.2,22
5602,Acer,Swift,699.91,256,HDD,16,Intel i7-182,1,Nuevo,Amazon,2016,Sin SO,,Desktop,4.5,23
5603,LG,UltraFine,1377.12,256,HDD,32,Intel i5-337,3,Nuevo,Amazon,2018,macOS,,Desktop,4.6,35
5604,Razer,Blade Pro,2116.3,128,HDD,32,AMD Ryzen 9 8xxx,8,Nuevo,Frys,2023,Windows,14.6,Laptop,3.3,43
5605,LG,Gram,807.83,512,SSD,8,Intel i7-627,6,Usado,Frys,2021,Linux,18.7,Laptop,,2
5606,Asus,ZenBook,900.62,128,SSD,8,Intel i7-843,8,Nuevo,Amazon,2023,macOS,12.2,All-in-One,3.3,40
5607,MSI,Creator,1051.53,512,SSD,16,Intel i9-810,8,Usado,BestBuy,2023,Windows,,Desktop,3.5,8
5608,Samsung,Galaxy Book Pro,890.93,1024,SSD,16,AMD Ryzen 5 1xxx,1,Usado,Newegg,2016,Windows,23.5,Laptop,3.6,10
5609,MSI,Creator,619.23,128,SSD,16,AMD Ryzen 9 0xxx,0,Usado,Newegg,2015,Windows,21.5,Laptop,3.6,4
5610,Razer,Blade 14,1759.05,2048,SSD,16,AMD Ryzen 7 0xxx,0,Nuevo,Frys,2015,macOS,12.7,Laptop,3.7,46
5611,Asus,ExpertBook,294.3,256,HDD,16,Intel i5-212,2,Usado,MicroCenter,2017,Sin SO,,Desktop,4.9,8
5612,Dell,XPS 15,771.38,512,SSD,16,AMD Ryzen 5 0xxx,0,Nuevo,B&H,2015,Windows,20.3,Laptop,,24
5613,LG,UltraFine,1302.1,512,SSD,16,Intel i5-541,5,Nuevo,BestBuy,2020,Linux,25.1,Laptop,4.7,25
5614,Dell,XPS 13,1359.03,1024,HDD,16,AMD Ryzen 9 8xxx,8,Nuevo,Amazon,2023,macOS,16.8,Laptop,4.2,7
5615,Acer,Spin,523.33,1024,SSD,4,Intel i9-714,7,Usado,Newegg,2022,macOS,11.0,Laptop,3.1,9
5616,Microsoft,Surface Book,666.13,1024,SSD,4,Intel i9-125,1,Nuevo,BestBuy,2016,macOS,23.7,Laptop,4.9,20
5617,Dell,XPS 15,718.57,1024,SSD,8,Intel i5-48,0,Nuevo,B&H,2015,Windows,20.1,Laptop,3.0,28
5618,Acer,Aspire,909.68,256,SSD,16,AMD Ryzen 9 2xxx,2,Nuevo,Newegg,2017,macOS,16.2,Laptop,4.1,2
5619,LG,UltraFine,988.99,128,SSD,16,Intel i7-702,7,Nuevo,Amazon,2022,Linux,,Desktop,4.6,5
5620,Apple,iMac,828.06,1024,SSD,16,AMD Ryzen 5 1xxx,1,Usado,MicroCenter,2016,macOS,21.1,Laptop,3.3,9
5621,HP,Pavilion,763.13,256,SSD,4,Intel i5-877,8,Usado,B&H,2023,Windows,26.9,Laptop,3.7,7
5622,HP,Pavilion,1136.05,1024,HDD,16,AMD Ryzen 5 5xxx,5,Nuevo,BestBuy,2020,Windows,,Desktop,3.3,23
5623,Samsung,Galaxy Book Pro,640.45,256,SSD,8,Intel i5-585,5,Usado,MicroCenter,2020,macOS,,Desktop,4.4,9
5624,Asus,TUF,841.28,512,HDD,8,AMD Ryzen 9 7xxx,7,Nuevo,Newegg,2022,Windows,23.8,Laptop,3.8,28
5625,Acer,ConceptD,899.8,128,HDD,32,AMD Ryzen 7 5xxx,5,Nuevo,Walmart,2020,macOS,15.7,Laptop,4.3,7
5626,Razer,Blade Pro,1932.42,512,SSD,16,AMD Ryzen 9 5xxx,5,Nuevo,BestBuy,2020,Windows,24.3,Laptop,4.9,7
5627,Lenovo,ThinkPad,577.78,256,HDD,16,AMD Ryzen 7 3xxx,3,Nuevo,BestBuy,2018,Sin SO,26.2,Laptop,4.3,37
